nr,sex,location,introduction,age,tl
35,1,Käsmu,2012,2,180.6980310422666
38,1,Käsmu,2012,2,91.68686216068406
41,1,Käsmu,2012,2,77.5602048061436
4,3,Käsmu,2012,2,73.74425988593543
22,3,Käsmu,2012,2,63.774430985862026
28,3,Käsmu,2012,2,50.62592437663394
31,3,Käsmu,2012,2,54.743431192254015
40,0,Käsmu,2012,2,74.78269170007887
43,0,Käsmu,2012,2,83.8297428781165
44,0,Käsmu,2012,2,93.00651205468608
45,0,Käsmu,2012,2,70.54703534773924
46,0,Käsmu,2012,2,108.57382647820927
47,0,Käsmu,2012,2,101.63850012712842
7,1,Käsmu,2012,2,129.39569775495636
8,1,Käsmu,2012,2,113.61763399276629
74,0,Käsmu,2012,2,142.3639733323497
1,0,Matsalu,2016,2,112.67763970430843
3,0,Matsalu,2016,2,97.45911192104035
6,0,Matsalu,2016,2,89.73858776922256
7,0,Matsalu,2016,2,76.62065702200951
8,0,Matsalu,2016,2,111.3013829259614
9,0,Matsalu,2016,2,112.63954302919596
14,0,Matsalu,2016,2,92.79571784015637
16,0,Matsalu,2016,2,101.84199750369504
18,0,Matsalu,2016,2,105.04792160038483
22,0,Matsalu,2016,2,124.08021963714776
25,0,Matsalu,2016,2,118.50901371322624
32,0,Matsalu,2016,2,114.93084006204502
33,0,Matsalu,2016,2,102.9860760200293
35,0,Matsalu,2016,2,153.26067751536536
43,0,Matsalu,2016,2,143.11543515418782
19,1,Matsalu,2016,2,121.98850725782525
38,1,Matsalu,2016,2,148.39925424270078
39,1,Matsalu,2016,2,132.05034164610294
40,1,Matsalu,2016,2,135.4565682261316
42,1,Matsalu,2016,2,123.73105200075251
44,1,Matsalu,2016,2,155.0780771949358
45,1,Matsalu,2016,2,128.2110206207923
48,1,Matsalu,2016,2,153.3292574160615
50,1,Matsalu,2016,2,135.29681934318273
53,1,Matsalu,2016,2,139.64711973706906
10,3,Matsalu,2016,2,127.03475027954978
11,3,Matsalu,2016,2,129.65952493604973
12,3,Matsalu,2016,2,89.1307013296249
13,3,Matsalu,2016,2,109.34210617602828
4,3,Matsalu,2016,2,114.87416181647617
15,3,Matsalu,2016,2,93.16431390516661
23,3,Matsalu,2016,2,94.71052639625802
24,3,Matsalu,2016,2,117.11618339933432
26,3,Matsalu,2016,2,98.77973936924914
28,3,Matsalu,2016,2,111.8715166235023
30,3,Matsalu,2016,2,107.14982829822215
31,3,Matsalu,2016,2,108.780310223561
41,3,Matsalu,2016,2,125.29206653231212
46,3,Matsalu,2016,2,135.88851375134277
47,3,Matsalu,2016,2,123.65074123080034
52,3,Matsalu,2016,2,135.2331559391572
54,1,Matsalu,2016,2,144.69564377363798
49,1,Matsalu,2016,2,138.175074791464
45,0,Saarnaki,2016,2,38.17572428819489
1,0,Saarnaki,2016,2,95.32921221725412
12,0,Saarnaki,2016,2,125.07778376946105
14,0,Saarnaki,2016,2,111.19413338226371
16,0,Saarnaki,2016,2,116.856802228975
18,0,Saarnaki,2016,2,134.2748158198064
19,0,Saarnaki,2016,2,101.29145930545467
20,0,Saarnaki,2016,2,123.97721480661322
22,0,Saarnaki,2016,2,100.66711719037706
26,0,Saarnaki,2016,2,94.38395629753332
29,0,Saarnaki,2016,2,132.67274640839116
40,0,Saarnaki,2016,2,125.57102807339375
2,1,Saarnaki,2016,2,112.82683710316626
7,1,Saarnaki,2016,2,92.2402819248259
9,1,Saarnaki,2016,2,121.86535191621998
11,1,Saarnaki,2016,2,137.7769983012022
15,1,Saarnaki,2016,2,133.33458260696764
17,1,Saarnaki,2016,2,117.59885561874152
21,1,Saarnaki,2016,2,113.77750142008294
31,1,Saarnaki,2016,2,166.13565575576453
32,1,Saarnaki,2016,2,129.05082169225147
33,1,Saarnaki,2016,2,132.8148298019155
39,1,Saarnaki,2016,2,148.75548591738593
46,1,Saarnaki,2016,2,129.15117835296135
47,1,Saarnaki,2016,2,133.21514467458064
49,1,Saarnaki,2016,2,124.35148261203106
51,1,Saarnaki,2016,2,114.84727621094429
52,1,Saarnaki,2016,2,118.9726320670988
53,1,Saarnaki,2016,2,128.69626531779986
54,1,Saarnaki,2016,2,113.16486930347024
57,1,Saarnaki,2016,2,123.3300487362349
3,3,Saarnaki,2016,2,92.20753524393645
28,3,Saarnaki,2016,2,154.63336190527136
30,3,Saarnaki,2016,2,148.54311335674814
59,1,Saarnaki,2016,2,145.35299415491076
49,3,Tallinna laht,2005,2,30.727691277673525
60,3,Tallinna laht,2005,2,13.875295045338394
15,0,Tallinna laht,2005,2,143.28152339659908
29,0,Tallinna laht,2005,2,83.42794484548207
59,3,Tallinna laht,2005,2,51.93845897431227
36,0,Tallinna laht,2005,2,59.070665136538494
6,1,Tallinna laht,2005,2,92.88997163578968
26,1,Tallinna laht,2005,2,91.53882353962693
31,0,Tallinna laht,2005,2,66.75683160853559
32,0,Tallinna laht,2005,2,68.50001367642187
2,1,Tallinna laht,2005,2,86.49921553974964
9,1,Tallinna laht,2005,2,80.85535688527473
11,1,Tallinna laht,2005,2,95.15330752887084
12,1,Tallinna laht,2005,2,73.15922626220645
14,1,Tallinna laht,2005,2,71.45261141111563
28,1,Tallinna laht,2005,2,109.59864901124057
8,0,Tallinna laht,2005,2,78.17156734982316
10,0,Tallinna laht,2005,2,77.98548790513213
13,0,Tallinna laht,2005,2,83.6532662541998
19,0,Tallinna laht,2005,2,70.53609885743408
21,0,Tallinna laht,2005,2,99.47958729413985
22,0,Tallinna laht,2005,2,64.2848341830848
24,0,Tallinna laht,2005,2,113.88736625234144
30,0,Tallinna laht,2005,2,101.26867813654195
35,0,Tallinna laht,2005,2,40.39627213112671
3,1,Tallinna laht,2005,2,76.06936558926662
4,1,Tallinna laht,2005,2,67.13618470778917
25,1,Tallinna laht,2005,2,98.98498343010722
34,1,Tallinna laht,2005,2,63.91284131264652
1,0,Tallinna laht,2005,2,72.77242261803424
7,0,Tallinna laht,2005,2,85.7428490234574
16,0,Tallinna laht,2005,2,87.12693831607466
18,0,Tallinna laht,2005,2,91.16462066456693
27,0,Tallinna laht,2005,2,80.86755742362243
33,0,Tallinna laht,2005,2,71.79788460177089
5,0,Tallinna laht,2005,2,62.84963664165315
17,0,Tallinna laht,2005,2,101.88180572797023
20,0,Tallinna laht,2005,2,89.37586763833313
23,0,Tallinna laht,2005,2,74.2403851724753
2,0,Vilsandi,2013,2,91.24066168258112
3,0,Vilsandi,2013,2,105.77417599593
6,0,Vilsandi,2013,2,94.15208302167402
7,0,Vilsandi,2013,2,101.73901438117714
12,0,Vilsandi,2013,2,108.71817944157466
15,0,Vilsandi,2013,2,88.79287517567346
19,0,Vilsandi,2013,2,112.39511581013821
1,1,Vilsandi,2013,2,107.45245198070226
13,1,Vilsandi,2013,2,132.2635537473612
26,1,Vilsandi,2013,2,148.47630375390818
36,1,Vilsandi,2013,2,144.6786278502507
16,3,Vilsandi,2013,2,107.45263637607894
17,3,Vilsandi,2013,2,116.44756517779796
18,3,Vilsandi,2013,2,108.04500066686096
21,3,Vilsandi,2013,2,110.88787099310794
22,3,Vilsandi,2013,2,97.21902589067884
34,3,Vilsandi,2013,2,135.60875044621318
39,3,Vilsandi,2013,2,131.45545391056044
20,0,Vilsandi,2013,2,86.09032973356214
25,0,Vilsandi,2013,2,132.81061634785144
32,0,Vilsandi,2013,2,88.79598335068694
33,0,Vilsandi,2013,2,102.2906020311982
11,1,Vilsandi,2013,2,115.76174923823139
27,1,Vilsandi,2013,2,123.17139197552869
29,1,Vilsandi,2013,2,130.99651254196928
30,1,Vilsandi,2013,2,145.8933992797207
31,1,Vilsandi,2013,2,130.0323859725591
44,1,Vilsandi,2013,2,154.05735604088198
23,3,Vilsandi,2013,2,112.70367168857364
37,3,Vilsandi,2013,2,98.18341452865913
40,3,Vilsandi,2013,2,111.40698184179521
42,3,Vilsandi,2013,2,144.07251416562673
24,0,Vilsandi,2013,2,94.8836600493801
35,0,Vilsandi,2013,2,108.85858296852727
38,0,Vilsandi,2013,2,138.53319769291085
41,0,Vilsandi,2013,2,81.39836045279063
43,1,Vilsandi,2013,2,107.54339642260372
5,0,Kihnu,2012,3,142.97441347287844
12,0,Kihnu,2012,3,146.56969594343886
13,0,Kihnu,2012,3,104.91348328138162
20,0,Kihnu,2012,3,140.1535463610763
21,0,Kihnu,2012,3,115.31063709809482
22,0,Kihnu,2012,3,137.317928926679
25,0,Kihnu,2012,3,134.33577819054753
35,0,Kihnu,2012,3,157.34398014179845
43,0,Kihnu,2012,3,147.7910002700732
14,1,Kihnu,2012,3,110.97619803974243
24,1,Kihnu,2012,3,159.76381194334326
27,1,Kihnu,2012,3,157.55493272107992
41,1,Kihnu,2012,3,187.4023645361167
78,1,Kihnu,2012,3,201
30,3,Kihnu,2012,3,173.26619139261499
1,0,Kihnu,2012,3,118.51747876193399
16,0,Kihnu,2012,3,122.8681255231408
44,0,Kihnu,2012,3,157.80764853578805
76,0,Kihnu,2012,3,171.00082279237137
3,1,Kihnu,2012,3,128.64441430224173
33,1,Kihnu,2012,3,150.39049419935697
34,1,Kihnu,2012,3,129.3018904172623
47,1,Kihnu,2012,3,138.38865457146477
73,1,Kihnu,2012,3,153.06913421755954
74,1,Kihnu,2012,3,154.86925724520222
75,1,Kihnu,2012,3,136.2964262658709
32,3,Kihnu,2012,3,106.7392391524313
48,0,Kihnu,2012,3,96.31773529998269
15,0,Kõiguste,2014,3,103.752381229902
16,0,Kõiguste,2014,3,100.69941356128469
20,0,Kõiguste,2014,3,103.2026120520583
21,0,Kõiguste,2014,3,102.20256863154934
24,0,Kõiguste,2014,3,107.00732520071331
27,0,Kõiguste,2014,3,89.84392300303354
28,0,Kõiguste,2014,3,112.93955766577488
34,0,Kõiguste,2014,3,94.53750199931105
36,0,Kõiguste,2014,3,81.93634478390189
40,0,Kõiguste,2014,3,123.65090136545065
47,0,Kõiguste,2014,3,140.36624450974705
48,0,Kõiguste,2014,3,130.04806805389705
5,1,Kõiguste,2014,3,172.91834379369286
7,1,Kõiguste,2014,3,178.14778979344618
9,1,Kõiguste,2014,3,169.87862600487466
13,1,Kõiguste,2014,3,107.09290719811446
25,1,Kõiguste,2014,3,101.43786646565572
37,1,Kõiguste,2014,3,188.85247361244518
38,1,Kõiguste,2014,3,205.4202562428046
42,1,Kõiguste,2014,3,142.34256745205755
44,1,Kõiguste,2014,3,159.0595229838875
46,1,Kõiguste,2014,3,150.53400474512205
51,1,Kõiguste,2014,3,161.60270526106672
58,1,Kõiguste,2014,3,162.30500494708087
14,3,Kõiguste,2014,3,101.5985256931336
18,3,Kõiguste,2014,3,114.36181946539888
19,3,Kõiguste,2014,3,107.85162725317169
26,3,Kõiguste,2014,3,108.76362001514484
33,3,Kõiguste,2014,3,96.34980042388312
52,3,Kõiguste,2014,3,123.56884675279211
3,0,Kõiguste,2014,3,162.27597943391348
17,0,Kõiguste,2014,3,95.83206664896491
43,0,Kõiguste,2014,3,144.3416213768692
45,0,Kõiguste,2014,3,128.9660177122521
50,0,Kõiguste,2014,3,155.6003410303744
4,1,Kõiguste,2014,3,132.26701807112514
6,1,Kõiguste,2014,3,166.35176474946385
8,1,Kõiguste,2014,3,150.45522582502605
12,1,Kõiguste,2014,3,155.09651856406347
49,1,Kõiguste,2014,3,171.2374210495959
53,1,Kõiguste,2014,3,159.86082957275755
54,1,Kõiguste,2014,3,164.13033841921003
55,1,Kõiguste,2014,3,173.7762271012129
56,1,Kõiguste,2014,3,153.3193462484911
61,1,Kõiguste,2014,3,161.81874761514234
1,0,Kõiguste,2014,3,144.21437474224018
11,0,Kõiguste,2014,3,158.31258144535175
10,1,Kõiguste,2014,3,147.92714412697538
57,1,Kõiguste,2014,3,160.80258740990735
59,1,Kõiguste,2014,3,144.61549599781424
60,1,Kõiguste,2014,3,166.81107878365628
5,0,Käsmu,2012,3,109.94334301353591
18,0,Käsmu,2012,3,106.30325999758563
30,0,Käsmu,2012,3,92.85953121126718
36,0,Käsmu,2012,3,112.95586267537684
39,0,Käsmu,2012,3,117.01359727882732
42,0,Käsmu,2012,3,123.07098301436126
1,1,Käsmu,2012,3,130.33398842884216
2,1,Käsmu,2012,3,116.0945813501472
10,1,Käsmu,2012,3,166.1195920608382
11,1,Käsmu,2012,3,142.18253283146416
12,1,Käsmu,2012,3,152.44716304599183
13,1,Käsmu,2012,3,79.21092658459982
14,1,Käsmu,2012,3,106.29974376415049
24,1,Käsmu,2012,3,171.5186377422059
25,1,Käsmu,2012,3,150.0595701516051
26,1,Käsmu,2012,3,156.39133480030114
27,1,Käsmu,2012,3,142.7064714548947
32,1,Käsmu,2012,3,134.48023973038502
33,1,Käsmu,2012,3,202.00000000000003
34,1,Käsmu,2012,3,194.27416118160417
38,1,Käsmu,2012,3,127.92777991876787
41,1,Käsmu,2012,3,104.91984287296276
4,3,Käsmu,2012,3,108.73549318374594
22,3,Käsmu,2012,3,100.36722381136016
28,3,Käsmu,2012,3,94.29344260968419
31,3,Käsmu,2012,3,77.78979872266687
40,0,Käsmu,2012,3,105.26567956497207
43,0,Käsmu,2012,3,118.72066309856604
44,0,Käsmu,2012,3,127.92771817228443
45,0,Käsmu,2012,3,106.36582695463441
46,0,Käsmu,2012,3,137.7862191767805
47,0,Käsmu,2012,3,138.0733119289597
7,1,Käsmu,2012,3,175.63021440116322
8,1,Käsmu,2012,3,156.6625956552013
74,0,Käsmu,2012,3,168.00378933611603
54,1,Matsalu,2016,3,173.83330298332223
49,1,Matsalu,2016,3,156.4914771582237
15,0,Tallinna laht,2005,3,161.62953250301004
29,0,Tallinna laht,2005,3,102.30900715320143
59,3,Tallinna laht,2005,3,77.24579243757734
36,0,Tallinna laht,2005,3,84.96235469720163
6,1,Tallinna laht,2005,3,137.94838066205963
26,1,Tallinna laht,2005,3,125.48868398778659
31,0,Tallinna laht,2005,3,79.8257947062567
32,0,Tallinna laht,2005,3,90.83016068838353
2,1,Tallinna laht,2005,3,114.7559774053894
9,1,Tallinna laht,2005,3,110.31593328694849
11,1,Tallinna laht,2005,3,127.87012354164621
12,1,Tallinna laht,2005,3,106.6157722268583
14,1,Tallinna laht,2005,3,111.91814992039153
28,1,Tallinna laht,2005,3,148.3480887049278
8,0,Tallinna laht,2005,3,103.71075004210287
10,0,Tallinna laht,2005,3,124.82720148084663
13,0,Tallinna laht,2005,3,116.49620262530166
19,0,Tallinna laht,2005,3,98.9699581103433
21,0,Tallinna laht,2005,3,134.67944810861607
22,0,Tallinna laht,2005,3,124.12562235071043
24,0,Tallinna laht,2005,3,128.83438510058687
30,0,Tallinna laht,2005,3,115.94235752290747
35,0,Tallinna laht,2005,3,67.67012462178161
3,1,Tallinna laht,2005,3,123.94711349277911
4,1,Tallinna laht,2005,3,111.67162472519618
25,1,Tallinna laht,2005,3,124.88210729282204
34,1,Tallinna laht,2005,3,93.70563254623629
1,0,Tallinna laht,2005,3,104.28538679963464
7,0,Tallinna laht,2005,3,122.3965876194672
16,0,Tallinna laht,2005,3,104.75870196112531
18,0,Tallinna laht,2005,3,131.68298425988525
27,0,Tallinna laht,2005,3,120.97432589215894
33,0,Tallinna laht,2005,3,107.87957067258037
5,0,Tallinna laht,2005,3,123.51789344530351
17,0,Tallinna laht,2005,3,136.56671840756118
20,0,Tallinna laht,2005,3,132.14931533541244
23,0,Tallinna laht,2005,3,115.31841808808045
20,0,Vilsandi,2013,3,122.6813881020693
25,0,Vilsandi,2013,3,152
32,0,Vilsandi,2013,3,144.6229509958796
33,0,Vilsandi,2013,3,151.5366106790099
11,1,Vilsandi,2013,3,177
27,1,Vilsandi,2013,3,165.2488959839703
29,1,Vilsandi,2013,3,186.43439301969417
30,1,Vilsandi,2013,3,191.16921269654625
31,1,Vilsandi,2013,3,178.83398687481744
44,1,Vilsandi,2013,3,199.27139332776125
23,3,Vilsandi,2013,3,156.93229436571838
37,3,Vilsandi,2013,3,139.83652153862664
40,3,Vilsandi,2013,3,163.33361802882385
42,3,Vilsandi,2013,3,180
24,0,Vilsandi,2013,3,149.09576208680372
35,0,Vilsandi,2013,3,155.79417480945253
38,0,Vilsandi,2013,3,158.96589814662212
41,0,Vilsandi,2013,3,126.83156215142215
43,1,Vilsandi,2013,3,171.2992309522007
1,0,Kihnu,2012,4,149.4702931016153
44,0,Kihnu,2012,4,178.48300061628711
76,0,Kihnu,2012,4,191.39488840912105
3,1,Kihnu,2012,4,146.3139733712754
33,1,Kihnu,2012,4,182
34,1,Kihnu,2012,4,181.58596815817768
47,1,Kihnu,2012,4,203
73,1,Kihnu,2012,4,178.08492483776453
74,1,Kihnu,2012,4,191.989187239539
75,1,Kihnu,2012,4,177.88966061530257
32,3,Kihnu,2012,4,130.31872111466262
48,0,Kihnu,2012,4,166.02909958142388
3,0,Kõiguste,2014,4,184.43250555659873
43,0,Kõiguste,2014,4,160.82028287112956
45,0,Kõiguste,2014,4,153.9644732554668
50,0,Kõiguste,2014,4,165.43426954032282
4,1,Kõiguste,2014,4,168.17214954944055
6,1,Kõiguste,2014,4,182.87947712695006
8,1,Kõiguste,2014,4,171.38443502357214
12,1,Kõiguste,2014,4,193
49,1,Kõiguste,2014,4,190.75797012704734
53,1,Kõiguste,2014,4,191.00297890388745
54,1,Kõiguste,2014,4,189
55,1,Kõiguste,2014,4,185.72028004205288
56,1,Kõiguste,2014,4,177.77506946584361
61,1,Kõiguste,2014,4,189.86409598507163
1,0,Kõiguste,2014,4,168.4152964797496
11,0,Kõiguste,2014,4,185.27653983192477
10,1,Kõiguste,2014,4,169.3216389219815
57,1,Kõiguste,2014,4,183.2698598513321
59,1,Kõiguste,2014,4,167.7961639789127
60,1,Kõiguste,2014,4,178.45079522919863
40,0,Käsmu,2012,4,130.65808240057848
43,0,Käsmu,2012,4,144.70824023001632
44,0,Käsmu,2012,4,151.95354496177075
45,0,Käsmu,2012,4,134.97237886576318
46,0,Käsmu,2012,4,157.9415801553773
47,0,Käsmu,2012,4,163.89073352937766
74,0,Käsmu,2012,4,172.21601138723696
49,1,Matsalu,2016,4,167.4081107364852
36,0,Tallinna laht,2005,4,96
6,1,Tallinna laht,2005,4,173.99999999999997
26,1,Tallinna laht,2005,4,153
31,0,Tallinna laht,2005,4,105.18626498186617
32,0,Tallinna laht,2005,4,105.7524093068598
2,1,Tallinna laht,2005,4,146.8361797168521
9,1,Tallinna laht,2005,4,134.61081232362048
11,1,Tallinna laht,2005,4,162.3848817946639
12,1,Tallinna laht,2005,4,131.02111667784894
14,1,Tallinna laht,2005,4,132.0992945621253
28,1,Tallinna laht,2005,4,166.5893799312251
8,0,Tallinna laht,2005,4,133.51895420929444
10,0,Tallinna laht,2005,4,149.4865572889894
13,0,Tallinna laht,2005,4,135.56127180578264
19,0,Tallinna laht,2005,4,113.99047729703136
21,0,Tallinna laht,2005,4,157.31919305170973
22,0,Tallinna laht,2005,4,147.67328791680336
24,0,Tallinna laht,2005,4,142.8233230056003
30,0,Tallinna laht,2005,4,130.38862864078018
35,0,Tallinna laht,2005,4,88.36665572164526
3,1,Tallinna laht,2005,4,144.50757086065204
4,1,Tallinna laht,2005,4,137.8584534739324
25,1,Tallinna laht,2005,4,139.7839888226922
34,1,Tallinna laht,2005,4,109.01715545068497
1,0,Tallinna laht,2005,4,136.46612999690356
7,0,Tallinna laht,2005,4,145.87437734343686
16,0,Tallinna laht,2005,4,116.49725329214957
18,0,Tallinna laht,2005,4,154.55495635824525
27,0,Tallinna laht,2005,4,150.1001433428755
33,0,Tallinna laht,2005,4,129.31076239107983
5,0,Tallinna laht,2005,4,149.39065123805742
17,0,Tallinna laht,2005,4,161.44792709887932
20,0,Tallinna laht,2005,4,152.24463365035012
23,0,Tallinna laht,2005,4,131.25629256945655
24,0,Vilsandi,2013,4,170.9428996296051
35,0,Vilsandi,2013,4,188.02729100153596
38,0,Vilsandi,2013,4,167.20469419714428
41,0,Vilsandi,2013,4,155.53651882116645
43,1,Vilsandi,2013,4,212
48,0,Kihnu,2012,5,188.38750633275444
1,0,Kõiguste,2014,5,179.04783258737666
11,0,Kõiguste,2014,5,196.2785562973492
10,1,Kõiguste,2014,5,187.3144985612963
57,1,Kõiguste,2014,5,192
59,1,Kõiguste,2014,5,203
60,1,Kõiguste,2014,5,200
31,0,Tallinna laht,2005,5,120
32,0,Tallinna laht,2005,5,115
9,1,Tallinna laht,2005,5,165
11,1,Tallinna laht,2005,5,172.35773907882728
12,1,Tallinna laht,2005,5,161
28,1,Tallinna laht,2005,5,181
19,0,Tallinna laht,2005,5,120.05645619934768
21,0,Tallinna laht,2005,5,166.13384784512735
22,0,Tallinna laht,2005,5,164.6171801138075
24,0,Tallinna laht,2005,5,150.31417362570423
30,0,Tallinna laht,2005,5,138.8912910701567
35,0,Tallinna laht,2005,5,100
4,1,Tallinna laht,2005,5,179.77621891705334
25,1,Tallinna laht,2005,5,160.6644695292169
34,1,Tallinna laht,2005,5,126.59415878487353
7,0,Tallinna laht,2005,5,158.32854536905515
16,0,Tallinna laht,2005,5,158.47146714247867
18,0,Tallinna laht,2005,5,158.479069218258
27,0,Tallinna laht,2005,5,163.83351929273866
33,0,Tallinna laht,2005,5,135.7741376712622
20,0,Tallinna laht,2005,5,163.60285704574963
23,0,Tallinna laht,2005,5,137.41219117866527
19,0,Tallinna laht,2005,6,128.00000000000003
21,0,Tallinna laht,2005,6,173.00000000000003
22,0,Tallinna laht,2005,6,176
24,0,Tallinna laht,2005,6,156
30,0,Tallinna laht,2005,6,145
4,1,Tallinna laht,2005,6,194
25,1,Tallinna laht,2005,6,167
34,1,Tallinna laht,2005,6,133
7,0,Tallinna laht,2005,6,169.35216706740647
16,0,Tallinna laht,2005,6,177.79857690972065
18,0,Tallinna laht,2005,6,163.97282722227584
27,0,Tallinna laht,2005,6,174.43310475739816
33,0,Tallinna laht,2005,6,140.7067135429803
20,0,Tallinna laht,2005,6,168.495630200691
23,0,Tallinna laht,2005,6,146.77253015979088
7,0,Tallinna laht,2005,7,173.81210561712112
16,0,Tallinna laht,2005,7,181
18,0,Tallinna laht,2005,7,167
27,0,Tallinna laht,2005,7,175.35480784128157
33,0,Tallinna laht,2005,7,147
20,0,Tallinna laht,2005,7,173.21366145724159
23,0,Tallinna laht,2005,7,153.1814109036246
20,0,Tallinna laht,2005,8,174
23,0,Tallinna laht,2005,8,159.00002839720497
